Slab_ID,Pour_Time,Ambient_Temp,Humidity,Water_Cement_Ratio,Time_Since_Pour,Strength
SLAB_0694,2025-05-01 23:34:31.519918,34.98,52.96,0.528,7284.58,170.42
SLAB_0695,2025-05-02 01:01:53.519918,25.24,91.29,0.49,7283.13,107.45
SLAB_0696,2025-05-02 02:02:37.519918,25.18,87.27,0.39,7282.12,107.15
SLAB_0697,2025-05-02 05:27:12.519918,32.14,79.04,0.436,7278.71,158.59
SLAB_0698,2025-05-02 05:35:24.519918,43.52,66.52,0.449,7278.57,269.16
SLAB_0699,2025-05-02 09:07:06.519918,29.57,68.62,0.361,7275.04,134.09
SLAB_0700,2025-05-02 09:33:09.519918,37.69,93.64,0.541,7274.61,200.11
SLAB_0701,2025-05-02 18:15:22.519918,29.44,93.12,0.376,7265.9,139.85
SLAB_0702,2025-05-02 19:58:27.519918,31.43,51.84,0.489,7264.18,143.39
SLAB_0703,2025-05-02 23:30:34.519918,41.96,84.61,0.451,7260.65,249.01
SLAB_0704,2025-05-02 23:50:41.519918,39.58,50.85,0.355,7260.31,230.85
SLAB_0705,2025-05-03 01:03:44.519918,26.91,51.74,0.535,7259.1,114.27
SLAB_0706,2025-05-03 02:35:25.519918,33.57,77.19,0.52,7257.57,166.42
SLAB_0707,2025-05-03 02:53:53.519918,25.58,62.28,0.455,7257.26,112.43
SLAB_0708,2025-05-03 03:17:15.519918,34.62,91.23,0.396,7256.87,184.09
SLAB_0709,2025-05-03 04:49:07.519918,38.25,44.9,0.374,7255.34,213.34
SLAB_0710,2025-05-03 05:25:24.519918,27.37,68.13,0.423,7254.74,126.24
SLAB_0711,2025-05-03 10:54:16.519918,30.78,90.52,0.401,7249.25,150.29
SLAB_0712,2025-05-03 11:06:45.519918,32.96,89.73,0.451,7249.05,169.23
SLAB_0713,2025-05-03 15:39:02.519918,43.39,48.61,0.543,7244.51,254.94
SLAB_0714,2025-05-03 17:36:22.519918,44.87,60.17,0.465,7242.55,285.5
SLAB_0715,2025-05-03 21:34:25.519918,25.9,74.05,0.528,7238.59,111.96
SLAB_0716,2025-05-03 21:50:19.519918,40.22,48.77,0.48,7238.32,218.44
SLAB_0717,2025-05-03 22:41:52.519918,32.43,93.24,0.445,7237.46,159.88
SLAB_0718,2025-05-04 01:00:36.519918,32.85,90.31,0.521,7235.15,156.05
SLAB_0719,2025-05-04 03:09:23.519918,40.09,49.18,0.444,7233.0,224.48
SLAB_0720,2025-05-04 03:49:25.519918,43.37,46.66,0.524,7232.34,250.88
SLAB_0721,2025-05-04 08:22:41.519918,44.02,44.7,0.408,7227.78,280.33
SLAB_0722,2025-05-04 11:03:25.519918,36.54,90.02,0.376,7225.1,211.37
SLAB_0723,2025-05-04 12:00:18.519918,32.14,50.65,0.521,7224.15,152.49
SLAB_0724,2025-05-04 12:56:22.519918,40.75,62.9,0.467,7223.22,233.35
SLAB_0725,2025-05-04 14:32:18.519918,30.02,64.69,0.528,7221.62,141.02
SLAB_0726,2025-05-04 14:44:49.519918,36.28,72.95,0.538,7221.41,188.03
SLAB_0727,2025-05-04 15:04:02.519918,32.17,43.95,0.361,7221.09,155.68
SLAB_0728,2025-05-04 15:44:43.519918,38.13,52.47,0.45,7220.41,213.97
SLAB_0729,2025-05-04 20:18:48.519918,29.81,91.23,0.425,7215.85,145.9
SLAB_0730,2025-05-04 20:24:09.519918,28.83,89.96,0.475,7215.76,135.88
SLAB_0731,2025-05-04 20:54:44.519918,43.36,82.97,0.509,7215.25,261.6
SLAB_0732,2025-05-04 21:10:39.519918,27.04,41.07,0.406,7214.98,117.16
SLAB_0733,2025-05-05 01:54:11.519918,35.12,57.99,0.461,7210.26,184.72
SLAB_0734,2025-05-05 03:20:35.519918,29.42,74.54,0.492,7208.82,133.65
SLAB_0735,2025-05-05 09:08:18.519918,25.78,55.14,0.377,7203.02,115.0
SLAB_0736,2025-05-05 15:25:17.519918,25.72,90.03,0.513,7196.74,111.59
SLAB_0737,2025-05-05 22:46:49.519918,28.5,74.86,0.471,7189.38,132.83
SLAB_0738,2025-05-05 23:05:50.519918,42.34,43.95,0.54,7189.06,237.74
SLAB_0739,2025-05-06 00:02:48.519918,30.65,90.0,0.418,7188.11,150.4
SLAB_0740,2025-05-06 01:42:41.519918,44.01,92.68,0.372,7186.45,286.01
SLAB_0741,2025-05-06 03:52:57.519918,36.63,44.27,0.451,7184.28,193.9
SLAB_0742,2025-05-06 04:28:11.519918,33.73,69.28,0.367,7183.69,178.78
SLAB_0743,2025-05-06 09:29:28.519918,36.6,56.69,0.544,7178.67,177.03
SLAB_0744,2025-05-06 11:10:20.519918,35.33,61.61,0.358,7176.99,192.01
SLAB_0745,2025-05-06 12:26:06.519918,40.18,49.88,0.501,7175.72,221.79
SLAB_0746,2025-05-06 17:13:18.519918,30.65,71.79,0.455,7170.94,138.79
SLAB_0747,2025-05-06 18:02:53.519918,32.06,92.69,0.424,7170.11,159.4
SLAB_0748,2025-05-06 18:35:42.519918,42.88,67.67,0.363,7169.56,266.66
SLAB_0749,2025-05-06 22:17:04.519918,43.93,44.56,0.474,7165.87,267.29
SLAB_0750,2025-05-06 23:18:25.519918,42.85,74.1,0.467,7164.85,262.1
SLAB_0751,2025-05-06 23:27:18.519918,33.39,58.71,0.406,7164.7,171.05
SLAB_0752,2025-05-07 00:39:04.519918,40.61,87.08,0.532,7163.51,241.3
SLAB_0753,2025-05-07 00:50:07.519918,34.53,63.91,0.411,7163.32,179.62
SLAB_0754,2025-05-07 01:27:35.519918,34.95,50.61,0.44,7162.7,168.41
SLAB_0755,2025-05-07 02:09:42.519918,29.09,50.51,0.459,7162.0,135.26
SLAB_0756,2025-05-07 10:35:54.519918,36.82,82.28,0.37,7153.56,210.78
SLAB_0757,2025-05-07 11:27:17.519918,28.72,54.61,0.536,7152.7,118.01
SLAB_0758,2025-05-07 17:03:58.519918,31.63,82.2,0.425,7147.09,160.3
SLAB_0759,2025-05-07 17:46:53.519918,42.1,51.32,0.366,7146.38,252.09
SLAB_0760,2025-05-07 17:57:53.519918,29.14,57.69,0.427,7146.19,133.75
SLAB_0761,2025-05-07 18:58:57.519918,26.42,65.6,0.47,7145.18,113.49
SLAB_0762,2025-05-07 21:25:56.519918,26.38,91.88,0.453,7142.73,116.73
SLAB_0763,2025-05-08 00:22:53.519918,43.82,91.25,0.489,7139.78,291.3
SLAB_0764,2025-05-08 06:09:16.519918,35.14,51.38,0.361,7134.0,183.35
SLAB_0765,2025-05-08 11:22:06.519918,33.19,59.7,0.407,7128.79,158.46
SLAB_0766,2025-05-08 12:53:01.519918,41.22,48.22,0.514,7127.28,244.13
SLAB_0767,2025-05-08 15:56:06.519918,41.72,68.05,0.366,7124.22,270.73
SLAB_0768,2025-05-08 17:48:36.519918,31.64,65.33,0.521,7122.35,149.52
SLAB_0769,2025-05-08 20:42:02.519918,38.87,89.54,0.368,7119.46,230.32
SLAB_0770,2025-05-08 22:44:50.519918,40.42,91.15,0.517,7117.41,225.62
SLAB_0771,2025-05-09 07:59:26.519918,38.09,61.1,0.422,7108.17,217.1
SLAB_0772,2025-05-09 08:08:40.519918,28.03,67.05,0.472,7108.01,118.87
SLAB_0773,2025-05-09 08:53:44.519918,42.52,89.29,0.381,7107.26,262.82
SLAB_0774,2025-05-09 10:17:30.519918,35.78,84.37,0.363,7105.87,198.1
SLAB_0775,2025-05-09 13:41:18.519918,30.65,40.2,0.393,7102.47,137.97
SLAB_0776,2025-05-09 19:13:21.519918,33.5,57.6,0.376,7096.94,161.58
SLAB_0777,2025-05-09 21:28:26.519918,25.75,63.2,0.412,7094.68,111.27
SLAB_0778,2025-05-09 23:27:48.519918,27.56,52.63,0.453,7092.7,115.75
SLAB_0779,2025-05-10 04:20:49.519918,40.31,50.98,0.468,7087.81,220.73
SLAB_0780,2025-05-10 06:19:20.519918,25.0,42.08,0.508,7085.84,96.92
SLAB_0781,2025-05-10 10:21:07.519918,33.33,75.39,0.481,7081.81,159.67
SLAB_0782,2025-05-10 16:17:55.519918,35.45,54.44,0.472,7075.86,183.69
SLAB_0783,2025-05-10 21:35:22.519918,26.09,42.88,0.432,7070.57,114.21
SLAB_0784,2025-05-10 22:49:00.519918,44.46,52.7,0.445,7069.34,281.05
SLAB_0785,2025-05-11 01:03:59.519918,29.52,84.11,0.433,7067.09,139.09
SLAB_0786,2025-05-11 01:28:21.519918,31.08,86.83,0.518,7066.69,139.27
SLAB_0787,2025-05-11 01:47:43.519918,31.08,66.57,0.396,7066.36,143.72
SLAB_0788,2025-05-11 02:30:00.519918,29.61,62.88,0.351,7065.66,137.65
SLAB_0789,2025-05-11 04:08:17.519918,25.03,93.78,0.48,7064.02,108.89
SLAB_0790,2025-05-11 06:26:02.519918,39.59,51.03,0.39,7061.72,232.99
SLAB_0791,2025-05-11 06:54:50.519918,44.34,51.84,0.528,7061.24,273.99
SLAB_0792,2025-05-11 07:51:12.519918,29.49,56.05,0.522,7060.31,128.42
SLAB_0793,2025-05-11 09:12:21.519918,38.26,49.5,0.365,7058.95,206.73
SLAB_0794,2025-05-11 14:38:18.519918,39.84,60.87,0.371,7053.52,241.28
SLAB_0795,2025-05-11 17:18:33.519918,41.97,90.1,0.449,7050.85,256.82
SLAB_0796,2025-05-11 17:44:44.519918,33.45,73.84,0.472,7050.41,169.82
SLAB_0797,2025-05-11 18:02:31.519918,31.06,62.66,0.405,7050.12,149.04
SLAB_0798,2025-05-11 20:58:52.519918,31.51,91.39,0.493,7047.18,155.2
SLAB_0799,2025-05-12 04:42:08.519918,39.25,42.67,0.469,7039.46,223.56
SLAB_0800,2025-05-12 05:02:52.519918,41.34,51.57,0.415,7039.11,255.9
SLAB_0801,2025-05-12 06:33:38.519918,28.63,71.12,0.355,7037.6,135.46
SLAB_0802,2025-05-12 07:00:30.519918,32.42,73.86,0.5,7037.15,155.72
SLAB_0803,2025-05-12 08:48:06.519918,43.04,42.18,0.393,7035.36,260.02
SLAB_0804,2025-05-12 09:21:27.519918,41.13,62.17,0.517,7034.8,246.33
SLAB_0805,2025-05-12 10:26:36.519918,44.7,75.7,0.434,7033.72,292.85
SLAB_0806,2025-05-12 12:24:46.519918,40.08,78.39,0.465,7031.75,224.35
SLAB_0807,2025-05-12 15:03:11.519918,32.86,75.1,0.525,7029.11,156.72
SLAB_0808,2025-05-12 15:28:31.519918,36.81,57.63,0.523,7028.68,182.23
SLAB_0809,2025-05-12 17:09:27.519918,38.22,45.14,0.424,7027.0,208.48
SLAB_0810,2025-05-12 23:37:57.519918,26.57,63.49,0.392,7020.53,118.91
SLAB_0811,2025-05-13 01:38:16.519918,35.89,47.08,0.505,7018.52,177.0
SLAB_0812,2025-05-13 04:12:54.519918,39.19,92.12,0.437,7015.94,219.09
SLAB_0813,2025-05-13 06:01:00.519918,28.35,66.13,0.388,7014.14,136.26
SLAB_0814,2025-05-13 08:04:50.519918,40.61,57.45,0.531,7012.08,233.86
SLAB_0815,2025-05-13 11:11:57.519918,36.68,82.15,0.39,7008.96,210.66
SLAB_0816,2025-05-13 12:58:06.519918,44.04,67.39,0.355,7007.19,287.82
SLAB_0817,2025-05-13 12:59:40.519918,25.85,57.05,0.354,7007.16,117.64
SLAB_0818,2025-05-13 14:04:59.519918,30.31,84.66,0.474,7006.08,142.28
SLAB_0819,2025-05-13 14:15:40.519918,37.03,87.69,0.482,7005.9,194.93
SLAB_0820,2025-05-13 15:37:59.519918,30.93,77.02,0.412,7004.53,144.12
SLAB_0821,2025-05-13 23:38:56.519918,39.29,42.58,0.414,6996.51,216.62
SLAB_0822,2025-05-14 01:46:40.519918,40.18,71.15,0.418,6994.38,228.24
SLAB_0823,2025-05-14 04:58:04.519918,27.05,81.98,0.486,6991.19,125.01
SLAB_0824,2025-05-14 06:56:37.519918,35.28,47.51,0.362,6989.22,176.63
SLAB_0825,2025-05-14 13:22:38.519918,35.18,52.58,0.536,6982.78,171.44
SLAB_0826,2025-05-14 15:02:55.519918,32.39,88.54,0.395,6981.11,163.84
SLAB_0827,2025-05-14 18:30:10.519918,43.66,41.11,0.55,6977.66,251.96
SLAB_0828,2025-05-14 18:50:37.519918,41.55,81.4,0.384,6977.32,261.36
SLAB_0829,2025-05-14 20:35:31.519918,38.94,66.06,0.504,6975.57,206.51
SLAB_0830,2025-05-14 21:51:52.519918,39.29,64.57,0.395,6974.29,233.62
SLAB_0831,2025-05-15 00:03:38.519918,34.23,40.39,0.366,6972.1,170.82
SLAB_0832,2025-05-15 00:54:54.519918,43.42,85.07,0.525,6971.24,271.79
SLAB_0833,2025-05-15 01:03:02.519918,38.89,59.79,0.522,6971.11,215.04
SLAB_0834,2025-05-15 12:51:44.519918,39.58,69.74,0.431,6959.3,237.29
SLAB_0835,2025-05-15 13:25:03.519918,42.23,77.25,0.49,6958.74,264.4
SLAB_0836,2025-05-15 15:27:30.519918,30.48,78.64,0.461,6956.7,145.19
SLAB_0837,2025-05-15 18:10:04.519918,41.14,92.58,0.521,6953.99,240.88
SLAB_0838,2025-05-15 18:36:28.519918,28.9,69.22,0.413,6953.55,133.53
SLAB_0839,2025-05-15 20:36:37.519918,31.91,61.98,0.455,6951.55,156.42
SLAB_0840,2025-05-15 20:56:46.519918,31.71,92.45,0.447,6951.21,162.19
SLAB_0841,2025-05-15 21:10:12.519918,44.57,75.32,0.421,6950.99,282.14
SLAB_0842,2025-05-15 22:19:48.519918,42.13,56.4,0.528,6949.83,242.24
SLAB_0843,2025-05-16 00:32:11.519918,39.02,46.96,0.383,6947.62,227.07
SLAB_0844,2025-05-16 07:28:38.519918,39.54,86.34,0.38,6940.68,235.28
SLAB_0845,2025-05-16 07:37:43.519918,36.24,59.92,0.465,6940.53,185.58
SLAB_0846,2025-05-16 09:00:07.519918,43.94,76.33,0.481,6939.16,275.99
SLAB_0847,2025-05-16 09:15:40.519918,34.93,65.89,0.389,6938.9,185.25
SLAB_0848,2025-05-16 09:19:00.519918,32.61,50.94,0.428,6938.84,165.63
SLAB_0849,2025-05-16 10:05:19.519918,28.26,73.09,0.539,6938.07,123.01
SLAB_0850,2025-05-16 13:03:24.519918,40.72,43.34,0.399,6935.1,230.76
SLAB_0851,2025-05-16 14:44:48.519918,39.69,62.73,0.484,6933.41,215.53
SLAB_0852,2025-05-16 15:00:23.519918,32.69,70.06,0.498,6933.15,150.0
SLAB_0853,2025-05-16 15:41:49.519918,25.5,63.98,0.44,6932.46,110.17
SLAB_0854,2025-05-16 19:31:22.519918,41.78,81.18,0.538,6928.64,247.66
SLAB_0855,2025-05-16 20:48:11.519918,25.23,85.54,0.497,6927.36,104.71
SLAB_0856,2025-05-17 00:04:12.519918,39.07,82.42,0.442,6924.09,229.24
SLAB_0857,2025-05-17 08:05:27.519918,44.41,42.13,0.464,6916.07,282.86
SLAB_0858,2025-05-17 10:27:57.519918,33.75,50.68,0.489,6913.69,159.24
SLAB_0859,2025-05-17 14:08:00.519918,29.7,69.51,0.468,6910.03,134.02
SLAB_0860,2025-05-17 17:18:10.519918,39.1,91.42,0.526,6906.86,230.41
SLAB_0861,2025-05-17 20:15:07.519918,41.34,85.92,0.421,6903.91,251.1
SLAB_0862,2025-05-17 22:15:14.519918,35.93,86.34,0.41,6901.9,200.6
SLAB_0863,2025-05-18 01:01:56.519918,44.34,56.68,0.393,6899.13,286.64
SLAB_0864,2025-05-18 02:56:36.519918,26.03,63.62,0.358,6897.22,119.88
SLAB_0865,2025-05-18 05:14:33.519918,35.1,65.89,0.359,6894.92,192.28
SLAB_0866,2025-05-18 08:37:03.519918,39.37,48.66,0.524,6891.54,216.26
SLAB_0867,2025-05-18 10:29:47.519918,42.25,41.71,0.486,6889.66,255.52
SLAB_0868,2025-05-18 11:38:12.519918,28.59,92.08,0.482,6888.52,136.53
SLAB_0869,2025-05-18 12:06:25.519918,41.0,53.24,0.473,6888.05,238.3
SLAB_0870,2025-05-18 13:04:03.519918,36.05,53.2,0.52,6887.09,176.78
SLAB_0871,2025-05-18 16:22:02.519918,32.93,44.59,0.446,6883.79,156.48
SLAB_0872,2025-05-19 02:32:20.519918,27.63,91.07,0.524,6873.62,125.28
SLAB_0873,2025-05-19 07:52:35.519918,42.31,71.89,0.422,6868.28,266.39
SLAB_0874,2025-05-19 08:02:57.519918,28.15,76.69,0.535,6868.11,119.06
SLAB_0875,2025-05-19 12:37:51.519918,31.2,90.14,0.49,6863.53,142.49
SLAB_0876,2025-05-19 17:52:44.519918,30.8,59.01,0.401,6858.28,149.17
SLAB_0877,2025-05-19 19:26:15.519918,42.43,74.18,0.463,6856.72,253.8
SLAB_0878,2025-05-19 20:11:12.519918,38.45,42.13,0.457,6855.97,207.41
SLAB_0879,2025-05-19 21:03:50.519918,40.93,50.27,0.378,6855.1,250.15
SLAB_0880,2025-05-19 21:42:43.519918,30.01,85.72,0.468,6854.45,141.69
SLAB_0881,2025-05-19 23:43:10.519918,37.5,82.17,0.413,6852.44,201.54
SLAB_0882,2025-05-20 03:37:41.519918,36.43,59.29,0.36,6848.53,192.48
SLAB_0883,2025-05-20 07:05:00.519918,41.66,60.72,0.54,6845.08,232.79
SLAB_0884,2025-05-20 08:10:45.519918,43.12,69.35,0.478,6843.98,259.61
SLAB_0885,2025-05-20 10:41:38.519918,25.24,40.01,0.525,6841.46,102.25
SLAB_0886,2025-05-20 12:30:55.519918,38.48,53.27,0.485,6839.64,207.92
SLAB_0887,2025-05-20 12:52:02.519918,26.04,51.45,0.421,6839.29,108.68
SLAB_0888,2025-05-20 14:04:21.519918,35.98,53.78,0.453,6838.09,177.92
SLAB_0889,2025-05-20 14:20:47.519918,30.75,84.32,0.485,6837.81,140.39
SLAB_0890,2025-05-20 16:00:49.519918,31.14,55.38,0.542,6836.15,147.04
SLAB_0891,2025-05-20 18:45:46.519918,32.06,50.53,0.401,6833.4,154.48
SLAB_0892,2025-05-20 19:51:17.519918,37.43,67.73,0.525,6832.3,204.4
SLAB_0893,2025-05-20 20:16:57.519918,31.68,87.61,0.535,6831.88,155.04
SLAB_0894,2025-05-20 21:04:53.519918,39.65,53.27,0.484,6831.08,220.59
SLAB_0895,2025-05-20 23:45:29.519918,33.09,44.32,0.536,6828.4,156.79
SLAB_0896,2025-05-21 06:06:22.519918,26.37,59.6,0.43,6822.05,111.13
SLAB_0897,2025-05-21 06:31:52.519918,40.68,81.12,0.541,6821.63,237.74
SLAB_0898,2025-05-21 08:07:48.519918,30.72,70.29,0.491,6820.03,139.16
SLAB_0899,2025-05-21 08:21:32.519918,33.66,84.92,0.358,6819.8,183.52
SLAB_0900,2025-05-21 13:19:19.519918,38.71,92.78,0.531,6814.84,206.32
SLAB_0901,2025-05-21 14:56:55.519918,31.65,83.6,0.447,6813.21,158.55
SLAB_0902,2025-05-21 18:40:27.519918,26.13,73.21,0.442,6809.48,109.74
SLAB_0903,2025-05-21 18:40:34.519918,32.48,67.13,0.463,6809.48,163.21
SLAB_0904,2025-05-21 18:48:28.519918,43.89,42.2,0.38,6809.35,273.37
SLAB_0905,2025-05-22 01:21:12.519918,37.83,94.14,0.444,6802.81,217.2
SLAB_0906,2025-05-22 05:35:55.519918,38.43,61.09,0.516,6798.56,206.23
SLAB_0907,2025-05-22 11:26:24.519918,37.65,48.37,0.353,6792.72,206.44
SLAB_0908,2025-05-22 12:06:21.519918,28.98,76.67,0.405,6792.05,137.53
SLAB_0909,2025-05-22 13:35:47.519918,33.37,55.64,0.35,6790.56,177.72
SLAB_0910,2025-05-22 16:59:05.519918,40.02,72.22,0.433,6787.17,223.06
SLAB_0911,2025-05-22 17:16:42.519918,27.03,72.27,0.496,6786.88,122.15
SLAB_0912,2025-05-22 20:55:27.519918,30.56,64.52,0.51,6783.23,140.78
SLAB_0913,2025-05-23 00:45:16.519918,30.53,85.99,0.539,6779.4,144.93
SLAB_0914,2025-05-23 01:24:40.519918,33.64,54.57,0.472,6778.75,162.14
SLAB_0915,2025-05-23 02:23:21.519918,44.61,64.67,0.401,6777.77,292.45
SLAB_0916,2025-05-23 07:01:59.519918,26.35,69.57,0.535,6773.13,115.05
SLAB_0917,2025-05-23 08:08:12.519918,35.37,76.5,0.505,6772.02,179.47
SLAB_0918,2025-05-23 14:22:08.519918,28.59,83.12,0.465,6765.79,130.93
SLAB_0919,2025-05-23 16:02:49.519918,44.41,61.71,0.489,6764.11,266.06
SLAB_0920,2025-05-23 19:03:34.519918,27.27,75.53,0.535,6761.1,113.27
SLAB_0921,2025-05-23 21:41:59.519918,33.07,48.28,0.492,6758.46,159.13
SLAB_0922,2025-05-24 06:59:19.519918,39.76,91.3,0.424,6749.17,241.59
SLAB_0923,2025-05-24 10:01:15.519918,39.09,61.07,0.493,6746.14,217.19
SLAB_0924,2025-05-24 11:06:29.519918,33.45,80.12,0.358,6745.05,168.69
SLAB_0925,2025-05-24 14:19:38.519918,31.93,41.12,0.427,6741.83,149.88
SLAB_0926,2025-05-24 14:26:07.519918,32.95,51.29,0.431,6741.72,158.07
SLAB_0927,2025-05-24 15:44:50.519918,30.29,66.79,0.383,6740.41,144.82
SLAB_0928,2025-05-24 16:00:48.519918,29.11,88.3,0.355,6740.15,146.23
SLAB_0929,2025-05-24 18:45:41.519918,34.66,69.0,0.377,6737.4,187.46
SLAB_0930,2025-05-24 18:47:57.519918,30.37,91.14,0.481,6737.36,137.6
SLAB_0931,2025-05-25 00:57:45.519918,30.75,66.61,0.51,6731.2,146.45
SLAB_0932,2025-05-25 04:12:12.519918,38.14,66.97,0.548,6727.96,201.64
SLAB_0933,2025-05-25 06:05:25.519918,44.37,46.59,0.419,6726.07,289.06
SLAB_0934,2025-05-25 06:36:00.519918,37.07,84.15,0.47,6725.56,194.36
SLAB_0935,2025-05-25 07:45:13.519918,26.54,53.58,0.537,6724.41,111.92
SLAB_0936,2025-05-25 09:37:53.519918,26.51,89.48,0.383,6722.53,118.37
SLAB_0937,2025-05-25 11:00:10.519918,44.03,90.1,0.494,6721.16,280.63
SLAB_0938,2025-05-25 13:21:52.519918,30.95,91.88,0.501,6718.79,139.77
SLAB_0939,2025-05-25 14:26:19.519918,26.84,68.61,0.368,6717.72,117.53
SLAB_0940,2025-05-25 14:42:24.519918,36.98,77.24,0.522,6717.45,187.08
SLAB_0941,2025-05-25 15:25:12.519918,37.47,82.82,0.513,6716.74,196.61
SLAB_0942,2025-05-25 15:59:36.519918,37.97,47.21,0.357,6716.17,203.58
SLAB_0943,2025-05-25 19:34:15.519918,30.35,73.05,0.368,6712.59,150.07
SLAB_0944,2025-05-25 21:11:31.519918,25.3,41.89,0.36,6710.97,104.07
SLAB_0945,2025-05-25 22:08:25.519918,44.3,67.37,0.417,6710.02,291.37
SLAB_0946,2025-05-26 02:02:31.519918,30.02,48.52,0.452,6706.12,131.3
SLAB_0947,2025-05-26 02:25:22.519918,38.52,50.06,0.456,6705.74,219.3
SLAB_0948,2025-05-26 04:21:36.519918,39.13,60.08,0.404,6703.8,233.23
SLAB_0949,2025-05-26 05:03:44.519918,37.2,63.78,0.532,6703.1,188.23
SLAB_0950,2025-05-26 07:13:12.519918,31.26,74.27,0.424,6700.94,152.89
SLAB_0951,2025-05-26 07:31:30.519918,30.42,44.09,0.359,6700.63,136.94
SLAB_0952,2025-05-26 09:53:04.519918,36.95,67.7,0.41,6698.27,210.45
SLAB_0953,2025-05-26 11:56:57.519918,42.32,50.04,0.456,6696.21,253.48
SLAB_0954,2025-05-26 13:55:26.519918,43.93,71.57,0.432,6694.24,269.69
SLAB_0955,2025-05-26 17:29:39.519918,27.12,75.06,0.405,6690.66,120.67
SLAB_0956,2025-05-26 19:32:37.519918,28.1,70.62,0.376,6688.62,124.52
SLAB_0957,2025-05-26 22:49:42.519918,43.89,80.61,0.514,6685.33,272.52
SLAB_0958,2025-05-27 00:23:39.519918,39.73,58.46,0.549,6683.76,220.32
SLAB_0959,2025-05-27 01:53:13.519918,42.66,82.08,0.416,6682.27,269.73
SLAB_0960,2025-05-27 02:47:10.519918,29.05,63.8,0.426,6681.37,131.48
SLAB_0961,2025-05-27 03:58:37.519918,36.75,66.63,0.474,6680.18,187.01
SLAB_0962,2025-05-27 07:45:32.519918,39.02,75.65,0.494,6676.4,212.44
SLAB_0963,2025-05-27 09:31:36.519918,38.6,41.01,0.428,6674.63,202.64
SLAB_0964,2025-05-27 12:59:49.519918,33.16,75.97,0.531,6671.16,164.87
SLAB_0965,2025-05-27 17:42:17.519918,25.31,74.02,0.462,6666.45,104.61
SLAB_0966,2025-05-27 19:28:51.519918,36.66,57.04,0.44,6664.68,195.96
SLAB_0967,2025-05-27 22:29:06.519918,30.06,44.72,0.479,6661.67,132.32
SLAB_0968,2025-05-28 00:44:48.519918,34.01,45.0,0.541,6659.41,156.41
SLAB_0969,2025-05-28 04:12:39.519918,44.15,90.78,0.509,6655.95,286.41
SLAB_0970,2025-05-28 06:38:46.519918,32.98,77.91,0.358,6653.51,169.6
SLAB_0971,2025-05-28 07:08:45.519918,41.8,46.99,0.416,6653.01,247.2
SLAB_0972,2025-05-28 07:52:20.519918,28.77,59.62,0.444,6652.29,130.73
SLAB_0973,2025-05-28 10:19:17.519918,38.45,72.59,0.413,6649.84,218.05
SLAB_0974,2025-05-28 11:45:20.519918,44.54,85.96,0.49,6648.4,282.82
SLAB_0975,2025-05-28 14:02:16.519918,27.04,42.4,0.515,6646.12,113.29
SLAB_0976,2025-05-28 14:57:39.519918,25.17,53.01,0.496,6645.2,105.61
SLAB_0977,2025-05-28 22:25:39.519918,33.67,88.94,0.548,6637.73,157.5
SLAB_0978,2025-05-29 02:24:34.519918,26.85,40.5,0.405,6633.75,115.99
SLAB_0979,2025-05-29 02:31:21.519918,39.97,51.08,0.525,6633.64,209.84
SLAB_0980,2025-05-29 06:07:09.519918,43.29,92.75,0.503,6630.04,263.7
SLAB_0981,2025-05-29 06:13:08.519918,33.68,73.74,0.422,6629.94,172.26
SLAB_0982,2025-05-29 11:23:33.519918,30.17,54.39,0.497,6624.77,140.68
SLAB_0983,2025-05-29 12:10:56.519918,33.69,43.68,0.371,6623.98,175.74
SLAB_0984,2025-05-29 12:30:12.519918,39.47,41.55,0.508,6623.66,204.28
SLAB_0985,2025-05-29 16:27:44.519918,25.18,53.46,0.456,6619.7,104.82
SLAB_0986,2025-05-29 16:48:50.519918,36.79,88.48,0.408,6619.34,206.43
SLAB_0987,2025-05-29 18:16:46.519918,37.27,62.88,0.481,6617.88,191.06
SLAB_0988,2025-05-29 22:31:02.519918,37.75,79.62,0.478,6613.64,212.36
SLAB_0989,2025-05-30 00:18:00.519918,29.84,90.51,0.392,6611.86,148.22
SLAB_0990,2025-05-30 00:31:14.519918,39.28,62.44,0.356,6611.64,239.44
SLAB_0991,2025-05-30 02:11:53.519918,26.83,50.52,0.437,6609.96,110.31
SLAB_0992,2025-05-30 06:56:14.519918,28.99,68.44,0.464,6605.22,127.49
SLAB_0993,2025-05-30 12:55:20.519918,42.55,89.94,0.525,6599.24,268.08
SLAB_0994,2025-05-30 17:48:16.519918,39.77,84.24,0.536,6594.35,228.29
SLAB_0995,2025-05-30 23:37:56.519918,25.27,43.62,0.456,6588.53,109.24
SLAB_0996,2025-05-31 02:27:46.519918,29.97,78.09,0.501,6585.7,131.44
SLAB_0997,2025-05-31 13:39:23.519918,29.29,71.45,0.438,6574.5,136.48
SLAB_0998,2025-05-31 17:08:09.519918,30.42,89.91,0.499,6571.02,143.65
SLAB_0999,2025-05-31 18:17:31.519918,29.95,46.74,0.391,6569.87,132.39
SLAB_1000,2025-05-31 19:11:51.519918,26.25,69.37,0.424,6568.96,115.56
SLAB_1001,2025-05-31 22:24:16.519918,34.18,88.37,0.477,6565.75,176.42
SLAB_1002,2025-05-31 23:44:01.519918,39.65,62.55,0.354,6564.43,227.44
